Reference Type,"Authors, Primary",Title Primary,Periodical Full,Periodical Abbrev,Pub Year,Volume,Issue,Start Page,Other Pages,Keywords,Abstract,Notes,Personal Notes,"Authors, Secondary",Title Secondary,Edition,Publisher,Place Of Publication,"Authors, Tertiary","Authors, Quaternary","Authors, Quinary","Title, Tertiary",ISSN/ISBN,Availability,Author/Address,Accession Number,Language,Classification,Sub file/Database,Original Foreign Title,Links,URL,DOI,PMID,PMCID,Call Number,Database,Data Source,Identifying Phrase,Retrieved Date,Shortened Title,User 1,User 2,User 3,User 4,User 5,User 6,User 7,User 8,User 9,User 10,User 11,User 12,User 13,User 14,User 15
Journal Article,"Morrissey,Taryn W.;Oellerich,Don;Meade,Erica;Simms,Jeffrey;Stock,Ann",Neighborhood poverty and children's food insecurity,Children and Youth Services Review, ,2016,66, ,85,93,Neighborhood poverty;Food insecurity;Children,"Abstract Food insecurity among children and their families negatively affects children's health and well-being. While the link between household resources and food insecurity is well-established, family income alone does not explain food insecurity; neighborhood disadvantage, shown to affect other areas of children's development, may also play a role in food insecurity. This study examines associations between neighborhood poverty and children's food insecurity, and whether family characteristics account for identified associations. We merge data on kindergarten-age children from the Early Childhood Longitudinal Study-Kindergarten 2010â€“11 Cohort (ECLS-K:2011) with data on poverty rates from the American Community Survey (ACS) and on food access from the USDA's Food Environment Atlas using children's residential census tracts (N = 12.550 children in 3750 tracts). Using a series of multilevel models, we test for associations between neighborhood poverty, household economic, demographic, and parenting characteristics, and food insecurity at the child, adult, and household levels. Children living in higher-poverty neighborhoods are more likely to experience food insecurity than those in lower-poverty neighborhoods. Associations between neighborhood poverty and household- and adult-level food insecurity disappear when household characteristics are controlled. However, living in a very high poverty neighborhood remains predictive of child-level food insecurity, which may be an indicator of severe hardship. Findings indicate that neighborhood poverty may be a useful proxy to identify vulnerable children.", , ,, , , , ,,,, ,0190-7409, , , , , , , , ,http://www.sciencedirect.com/science/article/pii/S0190740916301505,https://doi.org/10.1016/j.childyouth.2016.05.006, , , , ,ScienceDirect, , , , , , , , , , , , , , , , , , 
Journal Article,"Neal,Tess M. S.;Brodsky,Stanley L.",Occupational Socialization's Role in Forensic Psychologists' Objectivity,JOURNAL OF FORENSIC PSYCHOLOGY PRACTICE}, ,2014,14,1,24,44, ,"This report integrated quantitative and qualitative methods across two studies to compile descriptive information about forensic psychologists' occupational socialization and its relation to objectivity. After interviewing 20 board-certified forensic psychologists, we surveyed 334 forensic psychologists about their socialization into the field. Results indicated that occupational socialization, including socialization about objectivity, varied widely across time and situation as the field developed. Three hypotheses regarding occupational socialization were supported. It was positively associated with years of experience, belief in one's ability to be objective, and endorsement of the usefulness of various bias correction strategies. Implications and directions for future research are discussed.}", , ,, , , , ,,,, ,1522-8932}, ,"Neal, TMS (Reprint Author), Univ Nebraska, Publ Policy Ctr, 215 Centennial Mall South Suite 401,POB 880228, Lincoln, NE 68588 USA. Neal, Tess M. S.; Brodsky, Stanley L., Univ Alabama, Dept Psychol, Tuscaloosa, AL 35487 USA.}", , , , , , , ,10.1080/15228932.2013.863054, , , , , , , , , , , , , , , , , , , , , , , 
Journal Article,"Nomi,Takako",â€œDouble-doseâ€ English as a strategy for improving adolescent literacy: Total effect and mediated effect through classroom peer ability change,Social science research,Soc.Sci.Res.,2015,52, ,716,739,Extended instructional time;Literacy intervention;Peer ability;Ninth grade,"Abstract â€œDouble-doseâ€ coursework has become an increasingly popular strategy to assist low-performing students succeed in academic coursework. Chicago implemented a â€œdouble-doseâ€ English policy in 2003. This policy not only provided additional instructional time to struggling readers, but also intensified skill-based sorting in English classes. I use policy-induced variation to infer the policy effect on studentsâ€™ reading achievement and the effect mediated by classroom peer ability change. Results show very weak, but positive effects of taking double-dose English for students with average skills. However, potential benefits of doubled instructional time are likely to be offset by negative effects of declines in classroom peer ability. Students with very weak skills experienced minimal change in classroom peer ability, and two-period coursework is likely to benefit these students.", , ,, , , , ,,,, ,0049-089X, , , , , , , , ,http://www.sciencedirect.com/science/article/pii/S0049089X15000034,https://doi.org/10.1016/j.ssresearch.2014.12.012, , , , ,ScienceDirect, , , , , , , , , , , , , , , , , , 
Journal Article,"Nortje,Nico;Hoffmann,Willem A.",Ethical misconduct by registered psychologists in South Africa during the period 2007-2013,SOUTH AFRICAN JOURNAL OF PSYCHOLOGY}, ,2015,45,2,260,270, ,"Psychologists are faced with numerous challenges in their daily practices. Literature indicates that the most frequent ethical transgressions in the 1970s-1990s were the invalid presentation of professional qualifications, unprofessional advertisements, and irresponsible public communications. However, at the turn of the century, it has changed to include sexual or dual relationships with patients as well as unprofessional, unethical, or negligent practice. The objective of this research project is to analyse the case content of all guilty verdicts related to professional standard breaches and ethics misconduct against Health Professions Council of South Africa-registered psychologists in the period 2007-2013 via a qualitative research paradigm focusing on a historical research approach. The findings of this study indicate that only a small fraction of psychologists registered with the Health Professions Council of South Africa are annually guilty of ethics misconduct. The results indicate that the majority, around one-third, of transgressions can be regarded as improper professional role conduct. It was followed by negligent and/or incompetent treatment and/or patient care (27\%), fraudulent conduct (20\%), and disclosure of confidential information without permission (13\%). As the age of electronic and social media advances, along with online diagnosis and therapy, clients may have better access to resources of varying authority and reliability, possibly giving them more confidence to question the practices of their service providers.}", , ,, , , , ,,,, ,0081-2463}, ,"Nortje, N (Reprint Author), Univ Western Cape, ZA-7535 Cape Town, South Africa. Nortje, Nico, Univ Western Cape, ZA-7535 Cape Town, South Africa. Hoffmann, Willem A., Tshwane Univ Technol, Pretoria, South Africa.}", , , , , , , ,10.1177/0081246315571194, , , , , , , , , , , , , , , , , , , , , , , 
Journal Article,"Oosterbeek,Hessel;van Ewijk,Reyn",Gender peer effects in university: Evidence from a randomized experiment,Economics of Education Review, ,2014,38, ,51,63,Field experiment;Peer effects;Gender;University students,"Abstract Recent studies for primary and secondary education find positive effects of the share of females in the classroom on achievement of males and females. This study examines whether these results can be extrapolated to higher education. We conduct an experiment in which the shares of females in workgroups for first year students in economics and business are manipulated and students are randomly assigned to these groups. Males tend to postpone, but not abandon, their dropout decision when surrounded by more females and perform worse on courses with high math content. There is also a modest reduction in absenteeism early in the year. Overall, however, we find no substantial gender peer effects on achievement. This in spite of the fact that according to studentsâ€™ perceptions, both their own, and their peersâ€™ behavior are influenced by the share of females.", , ,, , , , ,,,, ,0272-7757, , , , , , , , ,http://www.sciencedirect.com/science/article/pii/S0272775713001568,https://doi.org/10.1016/j.econedurev.2013.11.002, , , , ,ScienceDirect, , , , , , , , , , , , , , , , , , 
Journal Article,"Outten,H. R.;Schmitt,M. T.","The more intergroup the merrier? The relationship between ethnic identification, coping options, and life satisfaction among South Asian Canadians",Canadian Journal of Behavioural Science, ,2015,47,1,12,20, ,"Identifying with one's ethnic group can contribute to the well-being of racial/ethnic minorities; however, little research has investigated the mechanisms that account for this relationship. Using a sample of South Asian Canadians, we examined whether this relationship can be explained in part by appraisals of intergroup coping options-beliefs about how one's ingroup as a whole can respond effectively to discrimination. Participants appraised the availability of 2 individual coping options and 2 intergroup coping options. The 2 individual coping options included appraisals about personally being able to avoid potential instances of discrimination (proactive avoidance), as well as being able to successfully regulate the negative emotions stemming from perceived discrimination (emotion regulation). The 2 intergroup coping options included appraisals about one's ethnic group working together to better their status (collective action) as well as ingroup members being able to effectively deal with negative societal beliefs about their group (social creativity). Participants who highly identified with their ethnic group reported greater satisfaction with their lives. Of the 4 coping options, collective action and social creativity were simple mediators of the relationship between ethnic identification and life satisfaction. Collective action emerged as the lone unique mediator when using the more robust test of multiple mediation. The results provide further evidence that group identification promotes well-being for racial/ethnic minorities, in part, because it encourages beliefs about one's group effectively responding to discrimination. Ã‚Â© 2014 Canadian Psychological Association.",cited By 1; Scopus, ,, , , , ,,,, , , ,"University of Lisbon, Institute of Social Sciences, Avenida Professor Anibal de Bettencourt. 9, Lisbon, Portugal; Department of Psychology, Simon Fraser University, Canada", , , , , ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928787391&doi=10.1037%2fa0035907&partnerID=40&md5=225c153330c136ffad2f8955fd3238b7, ,10.1037/a0035907, , , , , , , , , , , , , , , , , , , , , , , 
Journal Article,"Ovink,Sarah M.;Kalogrides,Demetra",No place like home? Familism and Latino/aâ€“white differences in college pathways,Social science research,Soc.Sci.Res.,2015,52, ,219,235,Higher education;Race/ethnicity;Educational achievement;Latino/a familism,"Abstract Recent research has argued that familism, defined as a cultural preference for privileging family goals over individual goals, may discourage some Latino/a youth from applying to and attending college, particularly if they must leave home (Desmond and LÃ³pez Turley, 2009). Using data from the Education Longitudinal Study, we find that Latino/a students and parents indeed have stronger preferences than white students and parents for living at home during college. For students, most differences in preferences for proximate colleges are explained by socioeconomic status, academic achievement and high school/regional differences. Moreover, controlling for socioeconomic background and prior achievement explains most racial/ethnic gaps in college application and attendance among high school graduates, suggesting that familism per se is not a significant deterrent to college enrollment above and beyond these more primary factors. However, results indicate generational differences; cultural factors may contribute to racial/ethnic gaps in parental preferences for children to remain at home.", , ,, , , , ,,,, ,0049-089X, , , , , , , , ,http://www.sciencedirect.com/science/article/pii/S0049089X15000095,https://doi.org/10.1016/j.ssresearch.2014.12.018, , , , ,ScienceDirect, , , , , , , , , , , , , , , , , , 
Journal Article,"Paredes,Valentina",A teacher like me or a student like me? Role model versus teacher bias effect,Economics of Education Review, ,2014,39, ,38,49,Teacherâ€“student gender matching;Academic achievement;Economic impact,"Abstract Several studies have found that teacherâ€“student gender matching has positive effects on student achievement. However, the underlying mechanisms that explain this effect have not been empirically explored. This paper studies the impact of same gender teachers on academic achievement for a large sample of 8th graders in Chile. I provide evidence that girls benefit from being assigned to female teachers, while there is no negative effect on boys. More importantly, I provide evidence that the positive effect is due to role model effects and not to teacher bias effects.", , ,, , , , ,,,, ,0272-7757, , , , , , , , ,http://www.sciencedirect.com/science/article/pii/S0272775713001684,https://doi.org/10.1016/j.econedurev.2013.12.001, , , , ,ScienceDirect, , , , , , , , , , , , , , , , , , 
Journal Article,"Perkins,Kristin L.",Reconsidering residential mobility: Differential effects on child wellbeing by race and ethnicity,Social science research,Soc.Sci.Res.,2017,63, ,124,137,Residential mobility;Child wellbeing;First difference models;Race/ethnicity,"Abstract Residential mobility is a common experience among Americans, especially children. Most previous research finds residential mobility has negative effects on children's educational attainment, delinquency, substance abuse, and physical and mental health. Previous research, however, does not fully explore whether the effect of mobility differs by child race/ethnicity, in part because many of the samples used for these studies were majority white or exclusively non-white or disadvantaged. In addition, previous research rarely fully accounts for factors that predict selection into mobility and that may also be related to the outcome of interest. This study simultaneously addresses both of these limitations by estimating the effect of moving homes on children's emotional and behavioral wellbeing using first difference models and a diverse longitudinal sample from the Project on Human Development in Chicago Neighborhoods. I find that, after controlling for a wide range of individual, caregiver, household and neighborhood characteristics, the effects of moving among African American and Latino children are significantly worse than among white children.", , ,, , , , ,,,, ,0049-089X, , , , , , , , ,http://www.sciencedirect.com/science/article/pii/S0049089X16300138,https://doi.org/10.1016/j.ssresearch.2016.09.024, , , , ,ScienceDirect, , , , , , , , , , , , , , , , , , 
Journal Article,"Philip,Thomas M.;Way,Winmar;Garcia,Antero D.;Schuler-Brown,Sarah;Navarro,Oscar",When educators attempt to make â€œcommunityâ€ a part of classroom learning: TheÂ dangers of (mis)appropriating students' communities into schools,Teaching and Teacher Education, ,2013,34, ,174,183,Community;Deficit thinking;Race;Class;Situated meanings;Professional development,"Abstract In this article, we explore the ambiguous associations of the term â€œcommunityâ€ within one professional development (PD) program that engaged teachers in using mobile technologies to learn about data. We argue that multiple meanings of â€œcommunityâ€ are embedded in competing ideological discourses that reproduce and/or contest relationships of power that shape the educational experiences of students ofÂ color. We examine how the norms, representational artifacts, and tools in the PD we studied co-constructed various meanings of â€œcommunity.â€ Lastly, we explore the implications of our findings for PD facilitators by disambiguating other analyses that are often conflated with â€œcommunity.â€", , ,, , , , ,,,, ,0742-051X, , , , , , , , ,http://www.sciencedirect.com/science/article/pii/S0742051X13000784,https://doi.org/10.1016/j.tate.2013.04.011, , , , ,ScienceDirect, , , , , , , , , , , , , , , , , , 
Journal Article,"Phillips,Kristie J. R.;Larsen,Elisabeth S.;Hausman,Charles",School choice & social stratification: How intra-district transfers shift the racial/ethnic and economic composition of schools,Social science research,Soc.Sci.Res.,2015,51, ,30,50,School choice;Social stratification;School segregation;Educational equity,"Abstract The liberation model hypothesizes that school choice liberates students from underperforming schools by giving them the opportunity to seek academically superior schooling options outside of their neighborhoods. Subsequently, school choice is hypothesized to diminish stratification in schools. Data from one urban school district is analyzed to test these hypotheses. We specifically examine which factors influence the propensity for parents to participate in choice, and how school choice changes the racial/ethnic and economic composition of schools. We further examine how school choice influences similar changes within distinct sociogeographic areas within the district. We find that families who are zoned to more racially/ethnically and economically diverse schools in sociogeographically diverse areas are more likely to participate in school choice. We also find that intra-district choice is associated with a slight increase in social stratification throughout the district, with more substantial stratification occurring in the most demographically diverse areas and schools.", , ,, , , , ,,,, ,0049-089X, , , , , , , , ,http://www.sciencedirect.com/science/article/pii/S0049089X14002294,https://doi.org/10.1016/j.ssresearch.2014.12.005, , , , ,ScienceDirect, , , , , , , , , , , , , , , , , , 
Journal Article,"Pillay,Jace",The role of educational psychologists in promoting ethical research conducted with children: an exploratory study,JOURNAL OF PSYCHOLOGY IN AFRICA}, ,2014,24,6,520,525, ,This study explored perceptions of educational psychologists on their role in promoting ethical research involving children. Participants were, , ,, , , , ,,,, ,1433-0237}, ,"Pillay, J (Reprint Author), Univ Johannesburg, Fac Educ, South African Res Chair Educ \& Care Childhood, Johannesburg, South Africa. Univ Johannesburg, Fac Educ, South African Res Chair Educ \& Care Childhood, Johannesburg, South Africa.}", , , , , , , ,10.1080/14330237.2014.997043, , , , , , , , , , , , , , , , , , , , , , , 
Journal Article,"Plaut,V. C.;Thomas,K. M.;Hebl,M. R.",Race and ethnicity in the workplace: Spotlighting the perspectives of historically stigmatized groups,Cultural Diversity and Ethnic Minority Psychology, ,2014,20,4,479,482, ,"One might argue that race and ethnicity influence the workplace setting more than any other setting. The workplace provides unique opportunities to express one's identity and to work interactively with others in various competitive and cooperative situations. The workplace also provides opportunities for the expression of stereotyping, prejudice, and discrimination. People do not simply leave their racial and ethnic identities at home, and the workplace is not immune from societal forms of racial and ethnic bias. In short, race and ethnicity are salient in and matter in a variety of ways at work. Moreover, people spend a lot of time at work. According to the U.S. Bureau of Labor Statistics (2013a), employed Americans (aged 25 to 54 with children) spend almost 9 hr a day working, and spend more time working than in any other activity. Additionally, 85% of employed persons (15 years and older) report doing some or all of their work at their workplace, and they spend substantially more time working at the workplace than at home (7.9 hr vs. 3 hr; U.S. Bureau of Labor Statistics, 2013b). Despite the salience of race and ethnicity in the work context, and the significant amount of time spent at work, journals that emphasize culture, race, and ethnic studies rarely focus on workplace discrimination, or on other stressors and opportunities that racial and ethnic minorities experience in the workplace. Furthermore, journals that emphasize work devote relatively little attention to the workplace realities of racial and ethnic minorities from the perspective of members of those groups. The need for greater attention to, and more research on, racial and ethnic identity and experiences in the workplace inspired our managing editor, Michael ZÃƒÂ¡rate, and our team of coeditors to create this special issue of Cultural Diversity and Ethnic Minority Psychology. Our call for papers sought articles using I/O constructs and research conducted in business environments that focused on racial and ethnic minority experiences. We also were particularly interested in identifying and highlighting workplace issues from the perspective of racial and ethnic minorities. We privileged this lens because much of the work on ethnic and racial minority issues, including in the workplace, has been conducted from the perspective of majority ""perceivers"" rather than from the perspective of members of historically stigmatized groups. Thus, we know a great deal about the way in which perceivers express their prejudice and moderator conditions of such prejudice, but we know relatively less about how prejudice is experienced by its targets. Although there are exceptions, this trend generally has translated into a focus on the prejudiced attitudes of White Americans, and on the effects of these attitudes on members of racial and ethnic minority groups, thus decentering the voices of the very groups this research often seeks to benefit or at least understand (Wildman & Davis, 1996). Of course, there could be other reasons for the relative lack of attention to racial and ethnic minorities' perspectives, such as the availability of employees of color as research participants (see Thompson, Bergman, Culbertson, & Huffman, 2013). Regardless of the reasons, this focus has led to a number of assumptions about how race and ethnicity matter in the workplace and a limited sense of the complexity of what people of color experience in the workplace (Nkomo, 1992). Of course, research from the ""perceiver"" side can tell us much about, for example, individuals' propensities to discriminate (Dovidio & Gaertner, 1986; Eagly & Karau, 2002), reactions to discrimination claimants (Kaiser & Miller, 2001), mentors' adoption of protÃƒÂ©gÃƒÂ©s (D. A. Thomas, 1990), majority group members' feelings of threat (Craig & Richeson, 2014; Plaut, Garnett, Buffardi, & Sanchez-Burks, 2011), diversity. Ã‚Â© 2014 American Psychological Association.",cited By 0; Scopus, ,, , , , ,,,, , , ,"University of California, Berkeley, United States; Department of Psychology, University of Georgia, United States; Department of Psychology, Rice University, United States", , , , , ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925622808&doi=10.1037%2fa0037544&partnerID=40&md5=2761f1cc340b9e21cda30e7ed9ff78e1, ,10.1037/a0037544, , , , , , , , , , , , , , , , , , , , , , , 
Journal Article,"Ponterotto,J. G.;Reynolds,J. D.",Ethical and legal considerations in psychobiography,American Psychologist,Am.Psychol.,2017,72,5,446,458,Postmortem privacy;Psychobiography psychological biography;Qualitative research;Research ethics,"Despite psychobiography's long-standing history in the field of psychology, there has been relatively little discussion of ethical issues and guidelines in psychobiographical research. The Ethics Code of the American Psychological Association (APA) does not address psychobiography. The present article highlights the value of psychobiography to psychology, reviews the history and current status of psychobiography in the field, examines the relevance of existing APA General Principles and Ethical Standards to psychobiographical research, and introduces a best practice ethical decision-making model to assist psychologists working in psychobiography. Given the potential impact of psychologists' evaluative judgments on other professionals and the lay public, it is emphasized that psychologists and other mental health professionals have a high standard of ethical vigilance in conducting and reporting psychobiography. Â© 2017 American Psychological Association.",Cited By :2, ,, , , , ,,,, , , ,"Affiliation: Division of Psychological and Educational Services, Fordham University, United States; Affiliation: Department of Professional, Psychology and Family Therapy, Seton Hall University, United States", ,English, , , , ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024906734&doi=10.1037%2famp0000047&partnerID=40&md5=b5df48eb8ce29a63526510e134aa901e,10.1037/amp0000047, , , ,SCOPUS,Scopus, ,4 September 2017, , , , , , , , , , , , , , , , 
Journal Article,"Ponterotto,Joseph G.",In Pursuit of William James's McLean Hospital Records: An Inherent Conflict Between Postmortem Privacy Rights and Advancing Psychological Science,REVIEW OF GENERAL PSYCHOLOGY}, ,2015,19,1,96,105, ,"Psychological historians and psychobiographers advance our understanding of psychological theories through the intensive study of the lives of pioneering psychologists. In the course of their archival research, psychobiographers often uncover private information on the lives of historic psychologists that may never have been intended for public view and scrutiny. As such, psychobiographers need to balance considerations of the postmortem privacy of historic figures with the potential benefit to psychological science of revealing private information. Federal research guidelines and the ethical principles of the American Psychological Association concern themselves primarily with research on living subjects and are generally silent on best ethical practices regarding deceased historic and public figures. Using the case of William James's possible sojourn at McLean Hospital as an example, this article examines legal and ethical issues regarding the postmortem privacy protections of influential psychologists. An actuarial model is presented that recommends the postmortem time period after which private information, including mental health records, may become open to researchers. A decision-tree model on the process of requesting, securing, and reporting on such information is also presented. Finally, specific suggestions for follow-up qualitative and quantitative research on psychobiographical ethics are put forth.}", , ,, , , , ,,,, ,1089-2680}, ,"Ponterotto, JG (Reprint Author), Fordham Univ, Lincoln Ctr, Div Psychol \& Educ Serv, 113 West 60th St,Room 1008, New York, NY 10023 USA. Ponterotto, Joseph G., Fordham Univ, Lincoln Ctr, New York, NY 10023 USA.}", , , , , , , ,10.1037/gpr0000031, , , , , , , , , , , , , , , , , , , , , , , 
Journal Article,"Procter,Harry","Qualitative Grids, the Relationality Corollary and the Levels of Interpersonal Construing",JOURNAL OF CONSTRUCTIVIST PSYCHOLOGY}, ,2014,27,4,243,262, ,"Qualitative grids are powerful tools for mapping interpersonal construing and provide a new method of interviewing, research and intervention into social situations. This article introduces some of their forms after discussing the theoretical framework from which they are derived. Although they are based within personal and relational construct psychology, they can be used within any theoretical approach interested in the study of and intervention in human relationships. Kelly's sociality corollary is a deeply heuristic formulation that presages many similar concepts in contemporary use, such as theory of mind and mentalization. But the corollary is open to critique and further elaboration. As originally stated, it is restricted to the construing of one other person or position in a relationship. This enables us to elaborate the relationality corollary that includes a person's construing of relationships and interactions with two or more others, giving us a deeper understanding of group situations. This involves developing a conception of different levels of interpersonal construing. These can be nicely captured using qualitative grids, and an understanding of this helps the interviewer in designing the grid form suitable for the task in hand.}", , ,, , , , ,,,, ,1072-0537}, ,"Procter, H (Reprint Author), 70 Staplegrove Rd, Taunton, Somerset, England. Procter, Harry, Univ Hertfordshire, Hatfield AL10 9AB, Herts, England.}", , , , , , , ,10.1080/10720537.2013.820655, , , , , , , , , , , , , , , , , , , , , , , 
Journal Article,"Pulido Fuentes,M.",Dilemmas appropriate for qualitative research in the field of development cooperation: A delicate question,Acta Bioethica, ,2017,23,1,109,117,Ethics;Ethnography;Health;International cooperation;Role,"This article analyzes the ethical dilemmas which the authoress had to face during the accomplishment of the anthropologic investigation for what it would be his doctoral thesis, in the frame of a project of cooperation the development in the area of the health. There signs a process of integration, of comprehension and of understanding in the own investigator, taking up office, sometimes resolving, and even understanding them as part of the same process of investigation, therefore it appropriates of them, internalizes them. The dilemmas that they present in the fieldwork are valued as part of this type of initiation works, contrasting with investigations and consolidated investigators and, observing that these difficulties appear in different areas and of multiple forms, is considered to be necessary the boarding of this type of questions by methodological rigor, as well as the consequent analysis, estimating them as something intrinsically to the investigations realized with others and that sustain interventions in health. The emphasis is tried to put in this aspect, in spite of being a central topic the ethics, when we speak about investigations with subjects and social groups, since one dedicates him a little time in the formation and investigative practice. Â© 2017, Organizacion Panamericana de la Salud. All rights reserved.", , ,, , , , ,,,, , , ,"Affiliation: Facultad de Terapia Ocupacional, Logopedia y EnfermerÃ­a, Universidad de Castilla-La Mancha, Spain", ,Spanish, , ,Os dilemas prÃ³prios de uma pesquisa qualitativa na Ã¡rea da cooperaÃ§Ã£o para o desenvolvimento: Uma questÃ£o delicada; Los dilemas propios de una investigaciÃ³n cualitativa en el Ã¡mbito de la cooperaciÃ³n al desarrollo: Una cuestiÃ³n delicada, ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026807960&doi=10.4067%2fS1726-569X2017000100109&partnerID=40&md5=4661ac6a48a83cad4b22588a35df24dc,10.4067/S1726-569X2017000100109, , , ,SCOPUS,Scopus, ,4 September 2017, , , , , , , , , , , , , , , , 
Journal Article,"Ramey,Jessie B.",For the public good: Urban youth advocacy and the fight for public education,Children and Youth Services Review, ,2013,35,8,1260,1267,Public education;Public good;Reform;Grassroots movement;Political activism;Youth,"Abstract This article examines a grassroots movement for public education that has recently emerged to challenge corporate-style education reformers. These reformers became well-established in the early 21st century promoting the business strategies of capitalism such as school choice, competition, privatization, and closure. To understand how and why local communities are fighting for public education while embracing a much older, traditional notion of the common good, this article takes Pittsburgh, Pennsylvania as a case study, situating the struggle for public education in historical and political contexts. It also places the corporate-reform and grassroots movements in a social and economic framework, and it pays special attention to the urban youth who stand at the center of much of the policy debate on public education, considering the ways in which young people themselves express political agency through activism.", , ,,"Place, Power, and Possibility:Remaking Social Work with Children and Youth", , , ,,,, ,0190-7409, , , , , , , , ,http://www.sciencedirect.com/science/article/pii/S0190740913001291,https://doi.org/10.1016/j.childyouth.2013.04.013, , , , ,ScienceDirect, , , , , , , , , , , , , , , , , , 
Journal Article,"Richardson,H. B.;Goldberg,A. E.",The intersection of multiple minority identities: Perspectives of white lesbian couples adopting racial/ethnic minority children,Australian and New Zealand Journal of Family Therapy, ,2010,31,4 SPECIAL ISSUE,340,353, ,"In order to analyse the salience of race/ethnicity, sexual orientation, and adoptive status for lesbian adoptive parents, this study examined the challenges and strengths described by 20 White lesbian couples (40 women) who were adopting racial/ethnic minority children from within the United States. Data from two time points (pre- and post-adoptive placement) were analysed qualitatively. Results indicated that the majority of women voiced concerns about raising racial/ethnic minority children in a 'White privileged' society. Many women reported facing a lack of understanding from others and were aware of multiple layers of stigma. However, having faced discrimination themselves as sexual minorities, many also perceived themselves as possessing unique strengths (e.g., experience coping with stigma). Many women expressed feeling that by drawing on support from their communities as well as their own awareness of and experience with diversity issues, they could prepare their children for the challenges they might face.",cited By 8; Scopus, ,, , , , ,,,, , , ,"Clark University, United States", , , , , ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650784017&doi=10.1375%2fanft.31.4.340&partnerID=40&md5=e62afcdc1773be230cc8558086c8cce6, ,10.1375/anft.31.4.340, , , , , , , , , , , , , , , , , , , , , , , 
Journal Article,"Ridley,Charles;Laird,Vanessa",The scientist-practitioner model in counseling psychology programs: a survey of training directors,COUNSELLING PSYCHOLOGY QUARTERLY}, ,2015,28,"3, SI",235,263, ,"The scientist-practitioner model dominates as the premier training model for graduate training in applied psychology. Despite its widespread use, almost no research has focused critically on the model's operationalized definition or its implementation and evaluation in training programs. This study provides an overview of how training directors in counseling psychology currently define, implement, and evaluate the scientist-practitioner model within their respective programs. A multi-methods online survey was distributed to 50 counseling psychology training directors. Qualitative responses from 32 respondents were analyzed using thematic content analysis. Non-thematic observations on response form/style were also summarized. Key findings suggest that counseling psychology training directors define the model in at least three broad ways. Some definitions are inconsistent with each other. Furthermore, basic program requirements are often used as the basis for both implementing and evaluating graduate programs' use of the training model. Lastly, many training directors rely on previous responses or published program descriptions in their answers. Implications include the ethics regarding the lack of clarity and consistency of the model's current use, advancement of the model beyond an abstraction to concrete operationalization, and concern about other applied specialties in psychology potentially having similar problems with the model.}", , ,, , , , ,,,, ,0951-5070}, ,"Ridley, C (Reprint Author), Texas A\&M Univ, Dept Educ Psychol, College Stn, TX 77834 USA. Ridley, Charles; Laird, Vanessa, Texas A\&M Univ, Dept Educ Psychol, College Stn, TX 77834 USA. Ridley, Charles; Laird, Vanessa, Texas A\&M Univ, Counseling Psychol, College Stn, TX 77834 USA.}", , , , , , , ,10.1080/09515070.2015.1047440, , , , , , , , , , , , , , , , , , , , , , , 
Journal Article,"Roberts,L. D.",Ethical Issues in Conducting Qualitative Research in Online Communities,Qualitative Research in Psychology, ,2015,12,3,314,325,anonymity;covert research;deception;ethics;informed consent;online communities;pseudonymity;qualitative research,"Increasingly, psychologists are extending their research to include online methods of data collection. Psychologistsâ€™ use of qualitative data obtained or generated online for research purposes poses unique challenges because of the â€œtraceabilityâ€ of quotes, often sensitive content of data and potential impact on both individuals and online communities. In this article, working within a framework that goes beyond â€œprocedural ethicsâ€ to examine â€œethics in practice,â€ ethical issues associated with conducting qualitative research within online communities are identified. These include tensions over public/private space, authorship versus human research participants, informed consent, anonymity and pseudonymity, covert research, deceptive research identities, reactions to being researched, and the quality of data obtained. Prior to conducting qualitative research in online communities, researchers have an ethical obligation to identify and weigh possible risks and benefits to both the community and community members. Sensitivity to the specific online community and continued ethical consideration throughout the conduct and reporting of the research are required. Copyright Â© Taylor & Francis Group, LLC.",Cited By :10, ,, , , , ,,,, , , ,"Affiliation: Curtin University, Perth, Australia", ,English, , , , ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929506011&doi=10.1080%2f14780887.2015.1008909&partnerID=40&md5=8ce03ff73c773ac73da09804e2dab712,10.1080/14780887.2015.1008909, , , ,SCOPUS,Scopus, ,4 September 2017, , , , , , , , , , , , , , , , 
